I just realized we three monkeys in the white Obama.Biden,Pelosi . Sarah Palin 2012	pelosi	negative
@foxnews Pelosi should stay in China and never come back.	pelosi	negative
Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this	pelosi	negative
ugh. the amount of times these stupid insects have bitten me. Grr..	insects	negative
Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p	insects	positive
Just got barraged by a horde of insects hungry for my kitchen light. So scary.	insects	negative
Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;)	mcdonalds	positive
AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =]	mcdonalds	positive
Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy.	mcdonalds	positive
Could go for a lot of McDonalds. i mean A LOT.	mcdonalds	positive
my exam went good. @HelloLeonie: your prayers worked (:	exam	positive
Only one exam left, and i am so happy for it :D	exam	positive
Math review. Im going to fail the exam.	exam	negative
Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly	cheney	negative
obviously not siding with Cheney here: http://bit.ly/19j2d	cheney	negative
Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt	mashable	positive
@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV	mashable	positive
Learning jQuery 1.3 Book Review - http://cfbloggers.org/?c=30629	jquery book	neutral
RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign	jquery book	positive
I've been sending e-mails like crazy today to my contacts...does anyone have a contact at Goodby SIlverstein...I'd love to speak to them	goodby silverstein	positive
Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF	goodby silverstein	neutral
Goodby, Silverstein's new site... http://www.goodbysilverstein.com/ I enjoy it.	goodby silverstein	positive
Wow everyone at the Google I/O conference got free G2's with a month of unlimited service	g2	positive
@vkerkez dood I got a free google android phone at the I/O conference. The G2!	g2	positive
@Orli the G2 is amazing btw, a HUGE improvement over the G1	g2	positive
HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio	googleio	positive
@googleio http://twitpic.com/62shi - Yay! Happy place! Place place!  I love Google!	googleio	positive
#GoogleIO | O3D - Bringing 3d graphics to the browser. Very nice tbh. Funfun.	googleio	positive
Awesome viral marketing for "Funny People" http://www.nbc.com/yo-teach/	viral marketing	positive
Watching a programme about the life of Hitler, its only enhancing my geekiness of history.	hitler	neutral
saw night at the museum out of sheer desperation. who is funding these movies?	"night at the museum"	negative
Night At The Museum 2? Pretty furkin good.	"night at the museum"	positive
Watching Night at the Museum - giggling.	"night at the museum"	positive
@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office...	"night at the museum"	neutral
About to watch Night at the Museum with Ryan and Stacy	"night at the museum"	neutral
Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum!	"night at the museum"	neutral
Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh.	"night at the museum"	negative
just watched night at the museum 2! so stinkin cute!	"night at the museum"	positive
So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up.	"night at the museum"	positive
I think I may have a new favorite restaurant. On our way to see "Night at the Museum 2".	"night at the museum"	neutral
UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old.	"night at the museum"	neutral
saw the new Night at the Museum and i loved it. Next is to go see UP in 3D	"night at the museum"	positive
It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?	gm	negative
As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al	gm	negative
Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r	gm	neutral
@Pittstock $GM good riddance.  sad though.	gm	negative
I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8	gm	negative
Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala	gm	negative
#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb	gm	negative
Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good.	gm	negative
The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the..	gm	negative
@QuantTrader i own a GM car and it is junk as far as quality compared to a honda	gm	negative
sad day...bankrupt GM	gm	negative
is upset about the whole GM thing. life as i know it is so screwed up	gm	negative
whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs	time warner	negative
Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH	time warner	neutral
#WFTB Joining a bit late. My connection was down (boo time warner)	time warner	negative
Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C.	time warner	negative
i am furious with time warner and their phone promotions!	time warner	negative
Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner	time warner	negative
could time-warner cable suck more?  NO.	time warner	negative
Pissed at Time Warner for causin me to have slow internet problems	time warner	negative
@sportsguy33 Ummm, having some Time Warner problems?	time warner	negative
You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j	time warner	negative
RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside.	time warner	negative
RT @sportsguy33: New Time Warner slogan: "Time Warner, where we make you long for the days before cable."	time warner	negative
confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/	time warner	negative
@sportsguy33 Time Warner = epic fail	time warner	negative
Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china	china	neutral
Weird Piano Guitar House in China! http://u2s.me/72i8	china	neutral
Send us your GM/Chevy photos http://tinyurl.com/luzkpq	gm	neutral
I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM.	gm	negative
GM files Bankruptcy, not a good sign...	gm	negative
yankees won mets lost. its a good day.	yankees	positive
My dentist appt today was actually quite enjoyable.	dentist	positive
I hate the effing dentist.	dentist	negative
@stevemoakler i had a dentist appt this morning and had the same conversation!	dentist	neutral
@kirstiealley I hate going to the dentist.. !!!	dentist	negative
i hate the dentist....who invented them anyways?	dentist	negative
this dentist's office is cold :/	dentist	negative
Check this video out -- David After Dentist http://bit.ly/47aW2	dentist	neutral
First dentist appointment [in years] on Wednesday possibly.	dentist	neutral
Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu	baseball	neutral
BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a	baseball	neutral
Portland city politics may undo baseball park http://tinyurl.com/lpjquj	baseball	neutral
RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s	safeway	neutral
dropped her broccoli walking home from safeway! ;( so depressed	safeway	neutral
@ronjon we don't have Safeway.	safeway	neutral
Just applied at Safeway!(: Yeeeee!	safeway	positive
@ Safeway. Place is a nightmare right now. Bumming.	safeway	negative
at safeway with dad	safeway	neutral
HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;	safeway	negative
Safeway with Marvin, Janelle, and Auntie Lhu	safeway	neutral
Safeway offering mobile coupons http://bit.ly/ONH7w	safeway	neutral
Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa	driving	neutral
Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town.	eating	neutral
Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake.	eating	neutral
eating breakfast and then school	eating	neutral
still hungry after eating....	eating	neutral
10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn	eating	neutral
with the boyfriend, eating a quesadilla	eating	neutral
Eating dinner. Meat, chips, and risotto.	eating	neutral
got a new pair of nike shoes. pics up later	nike	neutral
Nike SB Blazer High "ACG" Custom - Brad Douglas - http://timesurl.at/45a448	nike	neutral
Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes	nike	positive
Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN	nike	neutral
@evelynbyrne have you tried Nike  ? V. addictive.	nike	positive
@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin....	nike	neutral
The Nike Training Club (beta) iPhone app looks very interesting.	nike	positive
argghhhh why won't  my jquery appear in safari bad safari !!!	jquery	negative
DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt	jquery	neutral
all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/	jquery	neutral
I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js	jquery	positive
This is cold.. I was looking at google's chart//visualization API and found this jQuery "wrapper" for the API...  http://tinyurl.com/mq52bq	jquery	neutral
I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens.	jquery	neutral
jquery Selectors http://codylindley.com/jqueryselectors/	jquery	neutral
How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ	jquery	neutral
What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO	warren buffet	neutral
SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga	warren buffet	positive
I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul	warren buffet	neutral
reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio	warren buffet	positive
I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it.	notre dame school	positive
I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html	time warner	negative
I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis	federer	positive
I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.	kindle2	negative
I love my Kindle2. No more stacks of books to trip over on the way to the loo.	kindle2	positive
Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more.	at&t	negative
@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)	at&t	negative
@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?	at&t	neutral
@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?	at&t	neutral
Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter	at&t	negative
Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass	at&t	negative
GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave	wave sandbox	positive
looks like summize has gone down. too many tweets from WWDC perhaps?	summize	negative
I hope the girl at work  buys my Kindle2	kindle2	neutral
Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush	kindle2	neutral
@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen	kindle2	positive
Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T	iphone app	negative
@cwong08 I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky.	kindle2	positive
The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?	kindle2	positive
I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha.	google	positive
@ruby_gem My primary debit card is Visa Electron.	visa card	neutral
Off to the bank to get my new visa platinum card	visa card	neutral
dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?	visa card	negative
has a date with bobby flay and gut fieri from food network	Bobby Flay	neutral
Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest!	Bobby Flay	positive
Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.	Bobby Flay	positive
can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.	Bobby Flay	positive
My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today.	Bobby Flay	positive
Fighting with LaTex. Again...	latex	negative
@Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil	latex	negative
7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more.	latex	negative
How to Track Iran with Social Media: http://bit.ly/2BoqU	iran	neutral
Shit's hitting the fan in Iran...craziness indeed #iranelection	iran	negative
Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop.	iran	negative
Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM)	aapl	neutral
getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby.	Bobby Flay	positive
@johncmayer is Bobby Flay joining you?	Bobby Flay	neutral
i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: @bflay you need a place in Phoenix. We have great peppers here!	Bobby Flay	positive
I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster)	latex	negative
using Linux and loving it - so much nicer than windows... Looking forward to using the wysiwyg latex editor!	latex	positive
After using LaTeX a lot, any other typeset mathematics just looks hideous.	latex	positive
Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] http://tinyurl.com/myfmf7	latex	neutral
On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now.	latex	negative
Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX.	latex	positive
Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect	iran	negative
Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...	iran	negative
